contract,method,run_index,instance_same_all_fields,instance_compare_line,raw_result_line
compute,normalCal,557,true,2026-06-15 17:32:43.306	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:97c0b7b331f74708b0c746238621030c contract: method:normalCal instanceId:0845589a38754de5b41539f532d6cb82 same_all_fields:true,"2026-06-15 17:32:43.306	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 557 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,558,true,2026-06-15 17:32:43.329	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:5e3c8160d1ec4e83859516a5b8739b2f contract: method:normalCal instanceId:26d7123b8c25494899e8c1dc51270ba7 same_all_fields:true,"2026-06-15 17:32:43.329	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 558 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,559,true,2026-06-15 17:32:43.347	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:1c847a38c359425ab2e81530e1a00f56 contract: method:normalCal instanceId:64f34aa62b8f406f9a78d7c4c4f6a156 same_all_fields:true,"2026-06-15 17:32:43.347	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 559 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,560,true,2026-06-15 17:32:43.369	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:a3c67619a62b40ec8124bead6d755676 contract: method:normalCal instanceId:db91e3b43df64c72821176995070b2c0 same_all_fields:true,"2026-06-15 17:32:43.369	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 560 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,561,true,2026-06-15 17:32:43.388	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:5afacb94df1447a8b9e7c6cc260ba40a contract: method:normalCal instanceId:23601fb99c454d80a165e5932944f9fa same_all_fields:true,"2026-06-15 17:32:43.388	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 561 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,562,true,2026-06-15 17:32:43.405	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:7e094c444ddd4d58abf291ed04a62077 contract: method:normalCal instanceId:0845589a38754de5b41539f532d6cb82 same_all_fields:true,"2026-06-15 17:32:43.405	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 562 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,563,true,2026-06-15 17:32:43.427	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:fc87badf6d0f4a90a5335ea0a06c1198 contract: method:normalCal instanceId:26d7123b8c25494899e8c1dc51270ba7 same_all_fields:true,"2026-06-15 17:32:43.427	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 563 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,564,true,2026-06-15 17:32:43.445	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:abe6e17abd464feaa8dbb064b5ad3f54 contract: method:normalCal instanceId:64f34aa62b8f406f9a78d7c4c4f6a156 same_all_fields:true,"2026-06-15 17:32:43.445	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 564 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,565,true,2026-06-15 17:32:43.463	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:ce6c0d864c4c44a7b8ad0647bddb7df5 contract: method:normalCal instanceId:db91e3b43df64c72821176995070b2c0 same_all_fields:true,"2026-06-15 17:32:43.464	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 565 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,566,true,2026-06-15 17:32:43.482	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:1b012d776bfc4f9a906cd43284014705 contract: method:normalCal instanceId:23601fb99c454d80a165e5932944f9fa same_all_fields:true,"2026-06-15 17:32:43.482	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 566 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,567,true,2026-06-15 17:32:43.500	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:4a8d6142a5ae4b25a7cb4440320f5e73 contract: method:normalCal instanceId:0845589a38754de5b41539f532d6cb82 same_all_fields:true,"2026-06-15 17:32:43.500	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 567 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,568,true,2026-06-15 17:32:43.518	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:784795d515424be1a57fa0d4e2fa0793 contract: method:normalCal instanceId:26d7123b8c25494899e8c1dc51270ba7 same_all_fields:true,"2026-06-15 17:32:43.518	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 568 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,569,true,2026-06-15 17:32:43.535	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:9538a4e2c46744fcb344f8641acd1437 contract: method:normalCal instanceId:64f34aa62b8f406f9a78d7c4c4f6a156 same_all_fields:true,"2026-06-15 17:32:43.535	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 569 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,570,true,2026-06-15 17:32:43.558	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:95296af74e284de8acda15a5e39ccaf5 contract: method:normalCal instanceId:db91e3b43df64c72821176995070b2c0 same_all_fields:true,"2026-06-15 17:32:43.558	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 570 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,571,true,2026-06-15 17:32:43.577	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:0aa8c2bacbb74f6aa7bed6b05cf9f420 contract: method:normalCal instanceId:23601fb99c454d80a165e5932944f9fa same_all_fields:true,"2026-06-15 17:32:43.577	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 571 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,572,true,2026-06-15 17:32:43.597	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:a0457f3f6f47402ba84f755c0b1f04f9 contract: method:normalCal instanceId:0845589a38754de5b41539f532d6cb82 same_all_fields:true,"2026-06-15 17:32:43.597	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 572 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,573,true,2026-06-15 17:32:43.615	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:08ac681b623c4fd192727abe6652de2d contract: method:normalCal instanceId:26d7123b8c25494899e8c1dc51270ba7 same_all_fields:true,"2026-06-15 17:32:43.615	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 573 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,574,true,2026-06-15 17:32:43.633	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:8d997aa466874f73acc3db128b6c7ce9 contract: method:normalCal instanceId:64f34aa62b8f406f9a78d7c4c4f6a156 same_all_fields:true,"2026-06-15 17:32:43.633	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 574 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,575,true,2026-06-15 17:32:43.650	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:b5d205885b644f97b9f13df0f30396c3 contract: method:normalCal instanceId:db91e3b43df64c72821176995070b2c0 same_all_fields:true,"2026-06-15 17:32:43.650	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 575 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,576,true,2026-06-15 17:32:43.668	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:559c0a831e4f4a0d8c78d8218dc53ad4 contract: method:normalCal instanceId:23601fb99c454d80a165e5932944f9fa same_all_fields:true,"2026-06-15 17:32:43.668	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 576 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,577,true,2026-06-15 17:32:43.686	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:d1672a50251e46fe9a3bfe2f3677e712 contract: method:normalCal instanceId:0845589a38754de5b41539f532d6cb82 same_all_fields:true,"2026-06-15 17:32:43.686	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 577 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,578,true,2026-06-15 17:32:43.703	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:bbe901abbe55455ead9df7fbd18ee926 contract: method:normalCal instanceId:26d7123b8c25494899e8c1dc51270ba7 same_all_fields:true,"2026-06-15 17:32:43.703	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 578 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,579,true,2026-06-15 17:32:43.721	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:57d8f1bd9fe3472299de49a88df0705f contract: method:normalCal instanceId:64f34aa62b8f406f9a78d7c4c4f6a156 same_all_fields:true,"2026-06-15 17:32:43.721	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 579 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,580,true,2026-06-15 17:32:43.739	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:a4a6f6d791714a0aba2b8dd53e041253 contract: method:normalCal instanceId:db91e3b43df64c72821176995070b2c0 same_all_fields:true,"2026-06-15 17:32:43.739	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 580 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,581,true,2026-06-15 17:32:43.757	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:9d89bb6d032842e0aa91580adb0fff4f contract: method:normalCal instanceId:23601fb99c454d80a165e5932944f9fa same_all_fields:true,"2026-06-15 17:32:43.757	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 581 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,582,true,2026-06-15 17:32:43.774	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:603c825988e748ceb7f66e748860bc8d contract: method:normalCal instanceId:0845589a38754de5b41539f532d6cb82 same_all_fields:true,"2026-06-15 17:32:43.774	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 582 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,583,true,2026-06-15 17:32:43.793	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:6905d4bf7dd6400386b55b6c02285435 contract: method:normalCal instanceId:26d7123b8c25494899e8c1dc51270ba7 same_all_fields:true,"2026-06-15 17:32:43.793	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 583 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,584,true,2026-06-15 17:32:43.811	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:6a6cb8c20c91417b93e39b1773bc248b contract: method:normalCal instanceId:64f34aa62b8f406f9a78d7c4c4f6a156 same_all_fields:true,"2026-06-15 17:32:43.811	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 584 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,585,true,2026-06-15 17:32:43.829	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:62c6866ae2ec412e85f7d1b3964fd45e contract: method:normalCal instanceId:db91e3b43df64c72821176995070b2c0 same_all_fields:true,"2026-06-15 17:32:43.829	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 585 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,586,true,2026-06-15 17:32:43.851	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:6e75975a821746fdbb610dbbf967ee53 contract: method:normalCal instanceId:23601fb99c454d80a165e5932944f9fa same_all_fields:true,"2026-06-15 17:32:43.851	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 586 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,587,true,2026-06-15 17:32:43.872	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:6e19ccf8de5f416caa4d8d668cf08f8d contract: method:normalCal instanceId:0845589a38754de5b41539f532d6cb82 same_all_fields:true,"2026-06-15 17:32:43.872	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 587 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,588,true,2026-06-15 17:32:43.889	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:507b5903516d46c28f67d9738ad14cde contract: method:normalCal instanceId:26d7123b8c25494899e8c1dc51270ba7 same_all_fields:true,"2026-06-15 17:32:43.889	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 588 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,589,true,2026-06-15 17:32:43.908	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:4bdb73ada30d4e9e95015c4cba26c42d contract: method:normalCal instanceId:64f34aa62b8f406f9a78d7c4c4f6a156 same_all_fields:true,"2026-06-15 17:32:43.908	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 589 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,590,true,2026-06-15 17:32:43.926	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:ebaa2e1962ba413eb094b3f6f9452eb7 contract: method:normalCal instanceId:db91e3b43df64c72821176995070b2c0 same_all_fields:true,"2026-06-15 17:32:43.926	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 590 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,591,true,2026-06-15 17:32:43.943	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:e9647bd46beb4bca8a94f087b6886d5e contract: method:normalCal instanceId:23601fb99c454d80a165e5932944f9fa same_all_fields:true,"2026-06-15 17:32:43.943	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 591 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,592,true,2026-06-15 17:32:43.961	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:32dee58afd9e48129e183c5767c47b13 contract: method:normalCal instanceId:0845589a38754de5b41539f532d6cb82 same_all_fields:true,"2026-06-15 17:32:43.961	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 592 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,593,true,2026-06-15 17:32:43.984	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:bcaf345324b74ac08f83e7caedbfa28e contract: method:normalCal instanceId:26d7123b8c25494899e8c1dc51270ba7 same_all_fields:true,"2026-06-15 17:32:43.984	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 593 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,594,true,2026-06-15 17:32:44.005	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:b442d9b9338b461f978e56d44b5d46d9 contract: method:normalCal instanceId:64f34aa62b8f406f9a78d7c4c4f6a156 same_all_fields:true,"2026-06-15 17:32:44.005	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 594 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,595,true,2026-06-15 17:32:44.022	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:cc10a3f9e49b47f88edd8d7b30328ee4 contract: method:normalCal instanceId:db91e3b43df64c72821176995070b2c0 same_all_fields:true,"2026-06-15 17:32:44.023	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 595 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,596,true,2026-06-15 17:32:44.040	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:89a9ea08784e4bd3b7324d046543870c contract: method:normalCal instanceId:23601fb99c454d80a165e5932944f9fa same_all_fields:true,"2026-06-15 17:32:44.040	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 596 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,597,true,2026-06-15 17:32:44.058	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:3567614134ab4ad1b7b4057f1f5e4a7d contract: method:normalCal instanceId:0845589a38754de5b41539f532d6cb82 same_all_fields:true,"2026-06-15 17:32:44.058	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 597 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,598,true,2026-06-15 17:32:44.076	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:1e54d675376545ca98156ec9669c2afb contract: method:normalCal instanceId:26d7123b8c25494899e8c1dc51270ba7 same_all_fields:true,"2026-06-15 17:32:44.076	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 598 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,599,true,2026-06-15 17:32:44.094	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:22d9dc757ae34443aa9acbd939f0d006 contract: method:normalCal instanceId:64f34aa62b8f406f9a78d7c4c4f6a156 same_all_fields:true,"2026-06-15 17:32:44.094	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 599 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,600,true,2026-06-15 17:32:44.113	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:8a881809d65846e0a9c3bd35b580eb0c contract: method:normalCal instanceId:db91e3b43df64c72821176995070b2c0 same_all_fields:true,"2026-06-15 17:32:44.113	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 600 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,601,true,2026-06-15 17:32:44.131	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:eb2fc2d82ed9479ab228058d0380d5fd contract: method:normalCal instanceId:23601fb99c454d80a165e5932944f9fa same_all_fields:true,"2026-06-15 17:32:44.131	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 601 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,602,true,2026-06-15 17:32:44.148	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:ba5db2c348914a8fb66037f225ad4e20 contract: method:normalCal instanceId:0845589a38754de5b41539f532d6cb82 same_all_fields:true,"2026-06-15 17:32:44.148	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 602 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,603,true,2026-06-15 17:32:44.166	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:a5be625f31a547bfa0d66b2cc626ab9a contract: method:normalCal instanceId:26d7123b8c25494899e8c1dc51270ba7 same_all_fields:true,"2026-06-15 17:32:44.166	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 603 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,604,true,2026-06-15 17:32:44.184	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:fc3ae95b4a5b4b5e839f98fa1a306f61 contract: method:normalCal instanceId:64f34aa62b8f406f9a78d7c4c4f6a156 same_all_fields:true,"2026-06-15 17:32:44.184	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 604 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,605,true,2026-06-15 17:32:44.202	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:30b17804cef04928bc3f355ff3219eb4 contract: method:normalCal instanceId:db91e3b43df64c72821176995070b2c0 same_all_fields:true,"2026-06-15 17:32:44.202	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 605 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,606,true,2026-06-15 17:32:44.219	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:eecf39de034243b5b65e9bb03fafcb4c contract: method:normalCal instanceId:23601fb99c454d80a165e5932944f9fa same_all_fields:true,"2026-06-15 17:32:44.219	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 606 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,607,true,2026-06-15 17:32:44.237	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:2ab01772b1594f26880738d41afef2e9 contract: method:normalCal instanceId:0845589a38754de5b41539f532d6cb82 same_all_fields:true,"2026-06-15 17:32:44.237	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 607 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,608,true,2026-06-15 17:32:44.255	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:9ffac660962243709cc16fcaac799d3a contract: method:normalCal instanceId:26d7123b8c25494899e8c1dc51270ba7 same_all_fields:true,"2026-06-15 17:32:44.255	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 608 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,609,true,2026-06-15 17:32:44.274	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:6357ae56c94d4a8986079a7bcb473f95 contract: method:normalCal instanceId:64f34aa62b8f406f9a78d7c4c4f6a156 same_all_fields:true,"2026-06-15 17:32:44.274	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 609 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,610,true,2026-06-15 17:32:44.291	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:73643c3dbb5d40eda2050772ca14d255 contract: method:normalCal instanceId:db91e3b43df64c72821176995070b2c0 same_all_fields:true,"2026-06-15 17:32:44.291	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 610 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,611,true,2026-06-15 17:32:44.309	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:803c569b6b28416882678f32b7850271 contract: method:normalCal instanceId:23601fb99c454d80a165e5932944f9fa same_all_fields:true,"2026-06-15 17:32:44.309	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 611 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,612,true,2026-06-15 17:32:44.326	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:35c075420bdb4744899643ce494241f0 contract: method:normalCal instanceId:0845589a38754de5b41539f532d6cb82 same_all_fields:true,"2026-06-15 17:32:44.326	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 612 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,613,true,2026-06-15 17:32:44.344	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:2cebd34f43954dca9b7cc04b095986d8 contract: method:normalCal instanceId:26d7123b8c25494899e8c1dc51270ba7 same_all_fields:true,"2026-06-15 17:32:44.344	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 613 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,614,true,2026-06-15 17:32:44.362	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:74d327c972f44d58b256692235581221 contract: method:normalCal instanceId:64f34aa62b8f406f9a78d7c4c4f6a156 same_all_fields:true,"2026-06-15 17:32:44.362	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 614 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,615,true,2026-06-15 17:32:44.379	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:b6d9001f68fd477993a56eb411ccc270 contract: method:normalCal instanceId:db91e3b43df64c72821176995070b2c0 same_all_fields:true,"2026-06-15 17:32:44.379	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 615 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,616,true,2026-06-15 17:32:44.397	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:fd0a6173edbe46dcaf18582f41ccd923 contract: method:normalCal instanceId:23601fb99c454d80a165e5932944f9fa same_all_fields:true,"2026-06-15 17:32:44.397	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 616 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,617,true,2026-06-15 17:32:44.420	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:0d0c11cc545a483799b0a8fb637d41b1 contract: method:normalCal instanceId:0845589a38754de5b41539f532d6cb82 same_all_fields:true,"2026-06-15 17:32:44.420	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 617 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,618,true,2026-06-15 17:32:44.438	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:0db329475c66444bbd92243ddc1d15ab contract: method:normalCal instanceId:26d7123b8c25494899e8c1dc51270ba7 same_all_fields:true,"2026-06-15 17:32:44.438	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 618 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,619,true,2026-06-15 17:32:44.456	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:a1ea617d0b564325bdce3cba96287e04 contract: method:normalCal instanceId:64f34aa62b8f406f9a78d7c4c4f6a156 same_all_fields:true,"2026-06-15 17:32:44.456	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 619 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,620,true,2026-06-15 17:32:44.474	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:fadf4805735a4cec9e159280f51f1edd contract: method:normalCal instanceId:db91e3b43df64c72821176995070b2c0 same_all_fields:true,"2026-06-15 17:32:44.474	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 620 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,621,true,2026-06-15 17:32:44.493	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:abdecf9db0384c89bb29a0f8691056c4 contract: method:normalCal instanceId:23601fb99c454d80a165e5932944f9fa same_all_fields:true,"2026-06-15 17:32:44.493	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 621 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,622,true,2026-06-15 17:32:44.511	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:4716dd9d31504426b77163743004edee contract: method:normalCal instanceId:0845589a38754de5b41539f532d6cb82 same_all_fields:true,"2026-06-15 17:32:44.511	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 622 contractResult = result:""success normalCal: 666"" gas_used:100000072"
